label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32
5.0,0.14131276309490204,0.3571372330188751,0.14022725820541382,0.32143914699554443,0.14364878833293915,0.31767088174819946,0.14743918180465698,0.31320151686668396,0.1360681802034378,0.3214731812477112,0.13641861081123352,0.31832045316696167,0.13692274689674377,0.3142505884170532,0.17578741908073425,0.29460564255714417,0.1618632972240448,0.2931462228298187,0.1610010713338852,0.37719056010246277,0.15653373301029205,0.37506967782974243,0.2900164723396301,0.3782121241092682,0.24443067610263824,0.35779517889022827,0.29421043395996094,0.6741871237754822,0.24467279016971588,0.6153419613838196,0.16171662509441376,0.6666823625564575,0.1471240222454071,0.6488766074180603,0.1276305764913559,0.6697801351547241,0.11530633270740509,0.646210789680481,0.12807342410087585,0.6366955637931824,0.11915231496095657,0.628386378288269,0.14339226484298706,0.6310837864875793,0.13215601444244385,0.6253274083137512,0.5358719825744629,0.38183537125587463,0.5151374340057373,0.3594443202018738,0.7256724238395691,0.455944299697876,0.6975578665733337,0.4397445321083069,0.9227184653282166,0.46719473600387573,0.8617014288902283,0.4561934769153595,0.9617065191268921,0.4391278624534607,0.8914209008216858,0.42895498871803284,0.9236514568328857,0.6169493794441223,0.8575274348258972,0.5761713981628418
5.0,0.7806474566459656,0.6047722101211548,0.7900197505950928,0.5851845741271973,0.7893389463424683,0.5836923122406006,0.7886043787002563,0.582335352897644,0.7901006937026978,0.5826656818389893,0.789463460445404,0.5795733332633972,0.7886846661567688,0.5766738653182983,0.7755038142204285,0.5633135437965393,0.7750358581542969,0.560128390789032,0.7645117044448853,0.6071567535400391,0.7653800845146179,0.6038117408752441,0.6886362433433533,0.5580438375473022,0.6991024613380432,0.5952098369598389,0.6893181800842285,0.7450538873672485,0.6943717002868652,0.8046705722808838,0.7829351425170898,0.7692574858665466,0.7923166751861572,0.7959224581718445,0.8102314472198486,0.7767398357391357,0.822296679019928,0.800648033618927,0.8119392395019531,0.7623477578163147,0.8187181949615479,0.7812858819961548,0.7998960018157959,0.7568824291229248,0.8059799075126648,0.7746857404708862,0.49400267004966736,0.5743904709815979,0.4947211742401123,0.5947301983833313,0.3342263698577881,0.6593965888023376,0.3322930335998535,0.6688758134841919,0.1822175830602646,0.7111340165138245,0.17677679657936096,0.7207324504852295,0.15363001823425293,0.7067908644676208,0.1493518054485321,0.7149748206138611,0.2060111165046692,0.8006367087364197,0.19818688929080963,0.8118445873260498
5.0,0.7453794479370117,0.6596312522888184,0.7566747069358826,0.6314022541046143,0.7572818398475647,0.6281312108039856,0.7575928568840027,0.6246119141578674,0.7518031001091003,0.628758430480957,0.749013364315033,0.6238035559654236,0.7457520961761475,0.6182451248168945,0.7385447025299072,0.5895693302154541,0.7216710448265076,0.5822630524635315,0.731249988079071,0.6628640294075012,0.7248338460922241,0.6572622060775757,0.6776537299156189,0.6282652020454407,0.5966367125511169,0.6012454032897949,0.6674798130989075,0.8547853231430054,0.5644436478614807,0.8526851534843445,0.7268419861793518,0.9235308766365051,0.6448000073432922,0.9069364666938782,0.7561554908752441,0.9242926239967346,0.6693696975708008,0.9177419543266296,0.7563762068748474,0.9121912717819214,0.6918603777885437,0.8733789324760437,0.7411489486694336,0.9135485291481018,0.6814873814582825,0.875438392162323,0.4531470537185669,0.6304303407669067,0.4097133278846741,0.5958772897720337,0.2966751158237457,0.64894038438797,0.2559540569782257,0.6421523094177246,0.18761709332466125,0.643521249294281,0.12342344969511032,0.6359665393829346,0.16279533505439758,0.6218339204788208,0.10108093917369843,0.614113450050354,0.15117335319519043,0.7516431212425232,0.10280676931142807,0.7479520440101624
5.0,0.7969707250595093,0.5768384337425232,0.8133515119552612,0.5577257871627808,0.8139329552650452,0.5554802417755127,0.8145366907119751,0.5529981255531311,0.8108034133911133,0.551788866519928,0.8093859553337097,0.5450546145439148,0.8077577948570251,0.5381374359130859,0.8004769086837769,0.5124846696853638,0.7917912006378174,0.5023093223571777,0.7783947587013245,0.5716397166252136,0.7751176357269287,0.5638313889503479,0.7106871604919434,0.5091879367828369,0.6786558628082275,0.5403397083282471,0.7205083966255188,0.7041140794754028,0.6649763584136963,0.8067137002944946,0.8236246109008789,0.7387593984603882,0.7911459803581238,0.7976088523864746,0.8653972148895264,0.7284566760063171,0.8340540528297424,0.8110381960868835,0.8622393012046814,0.7313618063926697,0.836228609085083,0.7778565287590027,0.8445221781730652,0.7350361347198486,0.8253243565559387,0.7683223485946655,0.4704075753688812,0.5329043865203857,0.44503360986709595,0.5433105230331421,0.31554099917411804,0.5787786245346069,0.26894745230674744,0.5985714793205261,0.1797274649143219,0.5535121560096741,0.10868817567825317,0.5901129245758057,0.151835098862648,0.5286368727684021,0.0831899642944336,0.5579438209533691,0.16409386694431305,0.6630990505218506,0.0963980108499527,0.7177278995513916
5.0,0.8007583618164062,0.581410825252533,0.8163500428199768,0.5647789835929871,0.8168708086013794,0.563401997089386,0.817415177822113,0.5617274045944214,0.8139098286628723,0.5578077435493469,0.8125485181808472,0.5512659549713135,0.8109480142593384,0.5436415672302246,0.8038169741630554,0.520595133304596,0.7940693497657776,0.5045852065086365,0.7823544144630432,0.5766352415084839,0.779137909412384,0.5677893161773682,0.7128215432167053,0.5063107013702393,0.6797836422920227,0.5432016253471375,0.707821786403656,0.7049326300621033,0.6639554500579834,0.8094415664672852,0.8033116459846497,0.7272949814796448,0.7874472737312317,0.7831503748893738,0.8482039570808411,0.7186384797096252,0.8299434185028076,0.7864112257957458,0.8393789529800415,0.7322173118591309,0.8313311338424683,0.7547567486763,0.8271138668060303,0.7208458185195923,0.8197523951530457,0.7470353245735168,0.47589772939682007,0.5350297093391418,0.44903987646102905,0.5548473000526428,0.334410697221756,0.5744146108627319,0.27328789234161377,0.6115443706512451,0.2037208080291748,0.5401460528373718,0.11092477291822433,0.5913327932357788,0.17599214613437653,0.5137898921966553,0.08709787577390671,0.5567688345909119,0.18378061056137085,0.6467721462249756,0.10230087488889694,0.7214665412902832
5.0,0.9339165687561035,0.4821043312549591,0.942939817905426,0.45665350556373596,0.9421169757843018,0.4549243748188019,0.941229522228241,0.45256540179252625,0.9425076842308044,0.4518442153930664,0.9414215683937073,0.44715166091918945,0.940098762512207,0.44174912571907043,0.9238103032112122,0.42783457040786743,0.9201200008392334,0.41279831528663635,0.9131453037261963,0.4926702082157135,0.912302553653717,0.4864506721496582,0.7925834655761719,0.446266770362854,0.8148685097694397,0.526744544506073,0.7798984050750732,0.7171809077262878,0.7951218485832214,0.8164050579071045,0.8909885883331299,0.7124919891357422,0.9116488099098206,0.7669557332992554,0.9279882907867432,0.7270243763923645,0.9430748224258423,0.7651638388633728,0.9284706115722656,0.6957823038101196,0.9375420212745667,0.7230962514877319,0.9148220419883728,0.685523509979248,0.9237834215164185,0.7124193906784058,0.5308734774589539,0.5315676927566528,0.5361350178718567,0.5866449475288391,0.29996877908706665,0.5868131518363953,0.29443809390068054,0.6509591341018677,0.09314530342817307,0.6199859380722046,0.06677378714084625,0.6785767674446106,0.056479327380657196,0.6053593158721924,0.03060595504939556,0.6645562648773193,0.1065918356180191,0.7544525265693665,0.07926440238952637,0.834661602973938
5.0,0.9371693730354309,0.45009613037109375,0.9426454305648804,0.4186651408672333,0.9414702653884888,0.41745296120643616,0.9400289058685303,0.41549742221832275,0.9420318603515625,0.4162653088569641,0.9405843019485474,0.41395437717437744,0.9387938380241394,0.4108981192111969,0.9172475934028625,0.3987628221511841,0.916627049446106,0.39592069387435913,0.9166408181190491,0.4694441556930542,0.9160353541374207,0.4648844301700592,0.7898668646812439,0.4505159556865692,0.8094915747642517,0.5228675603866577,0.7833787798881531,0.7271210551261902,0.7956904172897339,0.815969705581665,0.8923176527023315,0.7188637256622314,0.9114076495170593,0.7658543586730957,0.9285367131233215,0.7306974530220032,0.9431520104408264,0.7633157968521118,0.9287553429603577,0.6999513506889343,0.9378662705421448,0.7241918444633484,0.9154380559921265,0.6896888613700867,0.9245293736457825,0.7139832973480225,0.5324703454971313,0.5386794209480286,0.5394555330276489,0.5904653668403625,0.30513086915016174,0.6006128191947937,0.3001614809036255,0.6447627544403076,0.09562690556049347,0.6413102149963379,0.07337328791618347,0.6808663606643677,0.058179114013910294,0.6310544610023499,0.03320819139480591,0.6684770584106445,0.10705640912055969,0.7911442518234253,0.0792468935251236,0.8398216366767883
5.0,0.7685961127281189,0.5040582418441772,0.7741026282310486,0.48089665174484253,0.7743114233016968,0.47874805331230164,0.7743521928787231,0.4762892425060272,0.7703650593757629,0.47791731357574463,0.7680712938308716,0.4736494719982147,0.7654998898506165,0.4690593481063843,0.7551765441894531,0.4467920660972595,0.7438886165618896,0.44349899888038635,0.7555533647537231,0.5139568448066711,0.7499746680259705,0.5080318450927734,0.6813153028488159,0.4785093069076538,0.6194784641265869,0.5021480917930603,0.6783819198608398,0.7054468989372253,0.5865355730056763,0.7805586457252502,0.7492148280143738,0.7566576600074768,0.706104040145874,0.7787551283836365,0.780504584312439,0.7762539386749268,0.7453416585922241,0.7974709868431091,0.777600884437561,0.7582223415374756,0.7444656491279602,0.7675932049751282,0.7644698023796082,0.750278115272522,0.7319075465202332,0.7591989636421204,0.4633803963661194,0.5121079683303833,0.420305073261261,0.5377484560012817,0.29666444659233093,0.551367461681366,0.2709932029247284,0.5423992872238159,0.17083826661109924,0.5632835626602173,0.1401088982820511,0.5822811126708984,0.141721710562706,0.5456398129463196,0.11173155903816223,0.5653799176216125,0.1739572435617447,0.6631369590759277,0.1535189151763916,0.684781014919281
5.0,0.13908979296684265,0.39728835225105286,0.1454947590827942,0.35293057560920715,0.15080629289150238,0.3500553369522095,0.15668849647045135,0.34666696190834045,0.13789215683937073,0.3517046570777893,0.13758495450019836,0.34845849871635437,0.1375882625579834,0.34494897723197937,0.19383561611175537,0.33569055795669556,0.16880637407302856,0.3356727063655853,0.16237735748291016,0.42348137497901917,0.15312495827674866,0.4233817160129547,0.34778958559036255,0.48401156067848206,0.22793342173099518,0.5094022750854492,0.3723216652870178,0.8859213590621948,0.2438555210828781,0.8048021793365479,0.2117747813463211,0.8395829796791077,0.18325911462306976,0.8266569375991821,0.16995061933994293,0.8508540391921997,0.14222899079322815,0.8327566981315613,0.17038896679878235,0.8035700917243958,0.14964056015014648,0.8031352162361145,0.18809935450553894,0.7957899570465088,0.16232778131961823,0.7932453155517578,0.5655860304832458,0.5514752268791199,0.5040436387062073,0.5784814357757568,0.7031749486923218,0.6177730560302734,0.6527217030525208,0.6124846935272217,0.8306348919868469,0.6773039102554321,0.7688100337982178,0.6670653820037842,0.860658586025238,0.6550166606903076,0.7890825867652893,0.6529878973960876,0.8068937659263611,0.8124793767929077,0.7570634484291077,0.7933925986289978
5.0,0.11921048909425735,0.42823904752731323,0.12237930297851562,0.3850581645965576,0.12640342116355896,0.3815402090549469,0.13076159358024597,0.37728214263916016,0.11729559302330017,0.3841988146305084,0.11755046993494034,0.38031840324401855,0.11804339289665222,0.3756781816482544,0.16393624246120453,0.3567245602607727,0.14633043110370636,0.3550131022930145,0.14098447561264038,0.45078447461128235,0.13441982865333557,0.45265913009643555,0.3231489062309265,0.5074293613433838,0.2068423628807068,0.4899585247039795,0.3486621677875519,0.8966392874717712,0.22768789529800415,0.7926127910614014,0.1886809915304184,0.8343774080276489,0.1633043885231018,0.8272126913070679,0.14449037611484528,0.8419497013092041,0.12001821398735046,0.8379144072532654,0.14721956849098206,0.7976039052009583,0.12931762635707855,0.8070150017738342,0.1633850336074829,0.7857869267463684,0.14303503930568695,0.795462429523468,0.5445948839187622,0.5599973797798157,0.4872331917285919,0.5631975531578064,0.6911677718162537,0.6308619379997253,0.6445910334587097,0.6073173880577087,0.8230242133140564,0.6805711984634399,0.7731295824050903,0.6711541414260864,0.8545010685920715,0.6545277833938599,0.7986177802085876,0.6519680619239807,0.800078809261322,0.813270628452301,0.7546939253807068,0.7899948358535767
